iter	Logloss
147	0.03434574806
148	0.0339761831
149	0.03366602477
150	0.03336097628
151	0.03301955886
152	0.0325753022
153	0.03208831407
154	0.03159183365
155	0.03120954158
156	0.03084233252
157	0.0305730751
158	0.03011306666
159	0.02987385402
160	0.02953295789
161	0.02941286766
162	0.02907284236
163	0.02884099039
164	0.02849611994
165	0.02823399285
166	0.02810537209
167	0.02784692433
168	0.02776630854
169	0.02773299056
170	0.02755321082
171	0.02743389647
172	0.02728554152
173	0.02709813239
174	0.02691016965
175	0.02675691702
176	0.02655082638
177	0.02635241363
178	0.02605714636
179	0.02588300988
180	0.02561274828
181	0.02530696432
182	0.02505473969
183	0.02491741059
184	0.0248984644
185	0.024603579
186	0.02457868649
187	0.02448266239
188	0.02427533926
189	0.02402962871
190	0.02368966402
191	0.02351114305
192	0.02345073829
193	0.02322932421
194	0.02292953911
195	0.02290851787
196	0.02270764011
197	0.02240026401
198	0.0222116729
199	0.02201330662
200	0.02177136631
201	0.02154590316
202	0.02146525706
203	0.02142680702
204	0.02115414102
205	0.02113448967
206	0.02093546269
207	0.0209156295
208	0.02071263628
209	0.02050613953
210	0.02049209304
211	0.02046909171
212	0.0204382953
213	0.02042094934
214	0.02040557942
215	0.02024565309
216	0.0200300055
217	0.01984021623
218	0.01982290058
219	0.01966251155
220	0.0196474932
221	0.0193817373
222	0.0193654521
223	0.01931832604
224	0.01915438903
225	0.01900690895
226	0.01899190676
227	0.01877721487
228	0.01875985275
229	0.01852372137
230	0.01850394677
231	0.01849118936
232	0.01847854307
233	0.01821889716
234	0.01802785922
235	0.01776105267
236	0.01762406503
237	0.01745628502
238	0.0174339747
239	0.01727488081
240	0.01716357166
241	0.01689766221
242	0.01674434896
243	0.01660292229
244	0.01642527924
245	0.01623491817
246	0.01610309189
247	0.01595136271
248	0.01594123093
249	0.01577240532
250	0.0155706931
251	0.01542089551
252	0.01527144444
253	0.01511865753
254	0.01500277196
255	0.0148209192
256	0.01473792933
257	0.01454496788
258	0.01444150129
259	0.01432660576
260	0.01417713044
261	0.01401079105
262	0.01391420728
263	0.01377311804
264	0.01364299806
265	0.01363357649
266	0.01352587393
267	0.01341509112
268	0.01326418933
269	0.01317230322
270	0.01308387518
271	0.01294256267
272	0.01282000037
273	0.01270204681
274	0.01257306337
275	0.01246813495
276	0.01238800105
277	0.01226677531
278	0.0121693207
279	0.01205315832
280	0.01195943356
281	0.01185183
282	0.01176657515
283	0.01162720737
284	0.01154943139
285	0.0114133954
286	0.01130245298
287	0.01121910043
288	0.01110914703
289	0.01102621677
290	0.01097462238
291	0.01091885971
292	0.01083166114
293	0.0107630269
294	0.01068941011
295	0.0105908412
296	0.01052154525
297	0.0104235047
298	0.01036687827
299	0.0103124663
300	0.01022969868
301	0.01013984316
302	0.01003254066
303	0.009946963545
304	0.009844820378
305	0.009778085402
306	0.009716292559
307	0.009630321446
308	0.009569224665
309	0.009484774986
310	0.009410369194
311	0.009342442125
312	0.009294920048
313	0.00923383438
314	0.009187088174
315	0.009131447744
316	0.009073046304
317	0.009017617016
318	0.008961745238
319	0.008918394477
320	0.008843618934
321	0.008775146331
322	0.00871336056
323	0.008661999541
324	0.008610605183
325	0.008552969512
326	0.008503674451
327	0.008441689661
328	0.008404801963
329	0.00835798605
330	0.008311815686
331	0.008269137245
332	0.008216901856
333	0.008171349259
334	0.00811419093
335	0.008040826199
336	0.007989473262
337	0.007935872522
338	0.007882428371
339	0.007830339973
340	0.007782759303
341	0.007742883795
342	0.007698921834
343	0.007657597631
344	0.007608253572
345	0.007556562707
346	0.007511548572
347	0.007448669207
348	0.007417465671
349	0.007382538359
350	0.007346305807
351	0.00728492464
352	0.007250357988
353	0.007197874077
354	0.007146496894
355	0.007104856483
356	0.007071039434
357	0.007020185559
358	0.006978083465
359	0.006933528488
360	0.006902779563
361	0.006869782836
362	0.006838729826
363	0.006795565961
364	0.006749918905
365	0.006712631654
366	0.006681412964
367	0.006642506284
368	0.006620878385
369	0.006586879492
370	0.006548180418
371	0.006510987625
372	0.006467503006
373	0.006438937228
374	0.006410603806
375	0.006379392187
376	0.006350666285
377	0.006323506266
378	0.00628839509
379	0.006261745247
380	0.006220457918
381	0.006186875751
382	0.006153946206
383	0.006120154918
384	0.006089165554
385	0.006063156209
386	0.006039641671
387	0.006012961016
388	0.005985641378
389	0.005961833869
390	0.005932494745
391	0.005901080067
392	0.005868602102
393	0.005841731015
394	0.005813723398
395	0.005787441286
396	0.005753549984
397	0.005720287561
398	0.005686436669
399	0.005657038951
400	0.005627142171
401	0.005605512756
402	0.005586780734
403	0.005563828905
404	0.005541430692
405	0.005519737632
406	0.005495241133
407	0.005473225299
408	0.005455029718
409	0.005428610212
410	0.005401936123
411	0.00537040274
412	0.005350060382
413	0.0053276258
414	0.005301535635
415	0.005281193782
416	0.005262617338
417	0.005245707803
418	0.005217670384
419	0.005193337546
420	0.005168211662
421	0.005145520982
422	0.005125131647
423	0.005101977263
424	0.005081031787
425	0.00506401062
426	0.005026493537
427	0.005008162078
428	0.004986810482
429	0.004964915373
430	0.004948284666
431	0.004927854922
432	0.004901154567
433	0.004882879682
434	0.004859015093
435	0.004840107287
436	0.004818613246
437	0.004818556167
438	0.00479833706
439	0.00478326062
440	0.004758381237
441	0.004734189834
442	0.004716283184
443	0.004692201897
444	0.004692280191
445	0.004692217556
446	0.004668549966
447	0.004668579263
448	0.004645862822
449	0.004618832621
450	0.004618832621
451	0.004618762913
452	0.004618762913
453	0.004618762913
454	0.004618762913
455	0.004617809239
456	0.004617761252
457	0.004617740542
458	0.00461773145
459	0.004617758222
460	0.004617736501
461	0.004597486581
462	0.004583635068
463	0.004583736597
464	0.004583702249
465	0.00458360577
466	0.004583617893
467	0.004583631027
468	0.004583673962
469	0.004562662315
470	0.004546461469
471	0.004524948233
472	0.004524856301
473	0.004524923482
474	0.004524782047
475	0.004524818921
476	0.004524767904
477	0.004524801747
478	0.004524785583
479	0.004524774471
480	0.004524785583
481	0.004524758812
482	0.004524750225
483	0.004499023244
484	0.004475893105
485	0.004475909775
486	0.004475942103
487	0.004475956246
488	0.004448142597
489	0.004435940314
490	0.004435960519
491	0.004435943345
492	0.004435896873
493	0.004435916573
494	0.00442526199
495	0.004425270072
496	0.004425308462
497	0.004425279165
498	0.004425242796
499	0.004425194304
500	0.004425187737
501	0.004425190263
502	0.004425144802
503	0.004424117379
504	0.00442408101
505	0.004424070908
506	0.004424042116
507	0.004424015344
508	0.004424023426
509	0.00442401888
510	0.004424034539
511	0.004424010798
512	0.004424020395
513	0.004424024942
514	0.004424020395
515	0.00442400019
516	0.00442399716
517	0.00442399716
518	0.004423991098
519	0.004424006757
520	0.004423995139
521	0.004423980996
522	0.004424001201
523	0.004423988067
524	0.004423955234
525	0.004423961296
526	0.004423929473
527	0.004423951699
528	0.004423984027
529	0.004423919371
530	0.004422646458
531	0.004422763647
532	0.004422698486
533	0.004422743442
534	0.004422730308
535	0.004422670199
536	0.004422724247
537	0.004422698486
538	0.004422652519
539	0.004422708588
540	0.004422701516
541	0.004422686868
542	0.004422724247
543	0.004422666158
544	0.004422672219
545	0.004422635345
546	0.004422607058
547	0.004422349445
548	0.00442229085
549	0.004422242359
550	0.004422243369
551	0.004422198918
552	0.004422210536
553	0.004422205485
554	0.004422302973
555	0.004422246905
556	0.00442104774
557	0.004421002784
558	0.00442106946
559	0.004421022989
560	0.004401932328
561	0.004401957585
562	0.004401899495
563	0.004401936369
564	0.004401904547
565	0.004401884847
566	0.004401941421
567	0.004401870198
568	0.004401886867
569	0.004401890403
570	0.004401812109
571	0.004401789378
572	0.004401823222
573	0.004401859085
574	0.00440177574
575	0.004401839386
576	0.004401758061
577	0.004401821706
578	0.004401798471
579	0.00440185757
580	0.004400964511
581	0.004400942285
582	0.0044009635
583	0.004400947336
584	0.004400974108
585	0.004400895309
586	0.004400847827
587	0.004400892783
588	0.004400898339
589	0.004400951377
590	0.004400885711
591	0.004400894804
592	0.004400887732
593	0.004400892783
594	0.004400884196
595	0.004400936224
596	0.004400866517
597	0.004400866517
598	0.00440063517
599	0.00440063517
600	0.00440063517
601	0.004400564452
602	0.004400564452
603	0.004400610924
604	0.004400482622
605	0.004400524042
606	0.004400544247
607	0.00440055435
608	0.00440055435
609	0.00440055435
610	0.00440055435
611	0.00440055435
612	0.004400525053
613	0.0044004311
614	0.004400410895
615	0.004400396751
616	0.004400356341
617	0.004400340177
618	0.004400316942
619	0.00440030886
620	0.004400264914
621	0.004400255316
622	0.004400243699
623	0.004400203289
624	0.004400249255
625	0.004400223494
626	0.004400215917
627	0.004400204299
628	0.004400245214
629	0.004400245214
630	0.004400245214
631	0.004400280573
632	0.00440028916
633	0.004400233091
634	0.004400315426
635	0.004400315426
636	0.004400315426
637	0.004400315426
638	0.004400315426
639	0.00440023006
640	0.00440023006
641	0.00440023006
642	0.00440023006
643	0.00440023006
644	0.004400252286
645	0.004400252286
646	0.004400252286
647	0.004400252286
648	0.004400252286
649	0.004400252286
650	0.004400235111
651	0.004400235111
652	0.004400235111
653	0.004400235111
654	0.004400235111
655	0.004400087615
656	0.004400087615
657	0.004400154292
658	0.004400154292
659	0.004400154292
660	0.004400154292
661	0.004400154292
662	0.004400154292
663	0.004400236122
664	0.004400236122
665	0.004400236122
666	0.004400236122
667	0.004400236122
668	0.004400236122
669	0.004400236122
670	0.004400159848
671	0.004400159848
672	0.004400159848
673	0.004400159848
674	0.004400159848
675	0.004400218947
676	0.004400119438
677	0.004400097213
678	0.004400081554
679	0.004400081554
680	0.004400081554
681	0.004400081554
682	0.004400081554
683	0.004400081554
684	0.004398552038
685	0.004379524013
686	0.004379600286
687	0.004379600286
688	0.004379600286
689	0.004379600286
690	0.004377943985
691	0.004377910646
692	0.004377860134
693	0.004377689402
694	0.004377682835
695	0.00437772173
696	0.004377747996
697	0.004377742945
698	0.004377719709
699	0.004377725266
700	0.004377676269
701	0.004377691928
702	0.004377683846
703	0.004377694453
704	0.004377705566
705	0.004376178071
706	0.004376165948
707	0.004376179081
708	0.004357870352
709	0.004357806707
710	0.004357774379
711	0.004357796604
712	0.004357770338
713	0.004357781451
714	0.004357731948
715	0.004357778925
716	0.004357760235
717	0.004356895968
718	0.004356886371
719	0.0043568005
720	0.004356784336
721	0.004356807571
722	0.004356805046
723	0.004356815148
724	0.004356791912
725	0.004356788882
726	0.004356777264
727	0.004356774233
728	0.004356819189
729	0.004356791912
730	0.004356775243
731	0.004356747967
732	0.004356692908
733	0.004356616634
734	0.004356634819
735	0.004356631788
736	0.00435659845
737	0.004356608047
738	0.004356663106
739	0.004356552989
740	0.004356621686
741	0.004356561071
742	0.004356622696
743	0.004356657044
744	0.004356603501
745	0.004356573194
746	0.004356636839
747	0.004356677249
748	0.004356595419
749	0.004356615624
750	0.004356512074
751	0.004356485302
752	0.004356531774
753	0.004356547432
754	0.004356557535
755	0.004356505507
756	0.004356486312
757	0.004356482271
758	0.004356399936
759	0.004356413575
760	0.004356371144
761	0.004356371144
762	0.004356413575
763	0.004356329724
764	0.004356348414
765	0.004356390844
766	0.004356345888
767	0.004356321642
768	0.004356345888
769	0.004356301437
770	0.004356281232
771	0.004356186269
772	0.004356240317
773	0.004356198392
774	0.004356166064
775	0.004356181217
776	0.004356128685
777	0.004356119087
778	0.004356143838
779	0.004356154951
780	0.004356108985
781	0.004356143838
782	0.004356185258
783	0.00435613222
784	0.004356146364
785	0.00435606908
786	0.004356007455
787	0.004356047865
788	0.004356008465
789	0.004355954922
790	0.004355944314
791	0.004356037257
792	0.004355997857
793	0.004356031701
794	0.004356075141
795	0.004356046854
796	0.00435600897
797	0.004356094841
798	0.004356094841
799	0.00435607009
